,song_name,song_id,song_genre,url,artist,artist_id,artist_genre,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_,time_signature
10,Battle's Won,1ZkPh9JoKuhxUTWuhLI7Q1,heavy-metal,https://open.spotify.com/track/1ZkPh9JoKuhxUTWuhLI7Q1,Helloween,4pQN0GB0fNEEOfQCaWotsY,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'rock', 'speed metal']",2015-05-29,293826,0,0.415,0.975,2,-6.807,1,0.0591,3.06e-05,0.0056,0.318,0.359,143.028,293827,4
11,Tears of the Dragon,0wIBOrGO6PUkhsrbhJdlcJ,heavy-metal,https://open.spotify.com/track/0wIBOrGO6PUkhsrbhJdlcJ,Bruce Dickinson,7Iffw1nP3NjCWkRIx3Ily9,"['album rock', 'hard rock', 'metal', 'power metal', 'rock']",1994,384013,0,0.496,0.62,4,-7.458,0,0.0265,0.00386,1.47e-06,0.114,0.279,140.06,384013,4
12,Into the Everblack,3lQMzffAEj7NnJLL6T0Y62,heavy-metal,https://open.spotify.com/track/3lQMzffAEj7NnJLL6T0Y62,The Black Dahlia Murder,4xTDPgk4jHCF0qui3dH6BS,"['american melodeath', 'death metal', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']",2013-06-11,273868,41,0.453,0.98,1,-3.394,1,0.0715,2.16e-05,0.0203,0.188,0.132,107.929,273869,4
13,A Debt Owed to the Grave,6ZzzFoQmbl8Posi5z62ZGB,heavy-metal,https://open.spotify.com/track/6ZzzFoQmbl8Posi5z62ZGB,Revocation,4I9kzJ3Ew3qPoN66UPJUl3,"['boston metal', 'brutal death metal', 'death metal', 'djent', 'new england metal', 'technical death metal', 'technical thrash']",2014-10-14,291760,27,0.501,0.983,3,-4.883,1,0.17,4.15e-05,0.281,0.212,0.258,110.982,291760,4
14,Phoenix,7GmyHSiCbWEreE4dQCMDtm,heavy-metal,https://open.spotify.com/track/7GmyHSiCbWEreE4dQCMDtm,Satyricon,221Rd0FvVxMx7eCbWqjiKd,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']",2013-08-22,392200,41,0.544,0.732,10,-6.658,0,0.0365,0.00149,0.25,0.111,0.231,112.998,392200,4
15,Blood and Thunder,3jagGO7eHHuaD53ibehkux,heavy-metal,https://open.spotify.com/track/3jagGO7eHHuaD53ibehkux,Mastodon,1Dvfqq39HxvCJ3GvfeIFuT,"['alternative metal', 'atlanta metal', 'hard rock', 'metal', 'nu metal', 'progressive groove metal', 'progressive sludge', 'rock', 'sludge metal', 'stoner metal']",2004-08-31,228586,61,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,228587,4
16,Flying whales,5OjCsHeByDYEGxMrb1z8KQ,heavy-metal,https://open.spotify.com/track/5OjCsHeByDYEGxMrb1z8KQ,Gojira,0GDGKpJFhVpcjIGF8N6Ewt,"['alternative metal', 'french death metal', 'french metal', 'metal', 'nu metal', 'progressive groove metal']",2005-09-07,464453,53,0.267,0.924,7,-3.755,0,0.0818,0.000237,0.0362,0.19,0.209,95.431,464453,4
17,For Victory,5ZZqPBNUHwGYVKS6ucjjNH,heavy-metal,https://open.spotify.com/track/5ZZqPBNUHwGYVKS6ucjjNH,Bolt Thrower,3EbMlZ7ZKmFWPTHrLzpzvs,"['british death metal', 'brutal death metal', 'death metal', 'metal']",1994,290240,38,0.129,0.952,8,-7.295,1,0.0959,1.58e-06,0.827,0.0317,0.0808,81.444,290240,4
18,Dionysian rite,6XGKQm8GH3rLaGLYCtarG5,heavy-metal,https://open.spotify.com/track/6XGKQm8GH3rLaGLYCtarG5,Gorgoroth,1Dt7cfRzxM8qPVa82jX9y5,"['black metal', 'dark black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'tolkien metal']",2015-06-08,245360,0,0.223,0.882,1,-4.991,1,0.0672,0.00027,0.858,0.385,0.118,137.986,245360,1
19,Triumph of Death,4byYz4Sp0PdbXlF8ISRv4l,heavy-metal,https://open.spotify.com/track/4byYz4Sp0PdbXlF8ISRv4l,Vader,2s5DSt9VBNzAn2TbtDHzFZ,"['black metal', 'brutal death metal', 'death metal', 'deathrash', 'metal', 'polish death metal', 'polish metal', 'polish thrash metal']",2014-06-10,225920,0,0.555,0.959,1,-4.58,1,0.0668,2.68e-05,0.543,0.0969,0.299,102.531,225920,4
20,Battery,4A1jq5W97gi5ok44CgZiab,heavy-metal,https://open.spotify.com/track/4A1jq5W97gi5ok44CgZiab,Metallica,2ye2Wgw4gimLv2eAKyk1NB,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",1986-03-03,312706,0,0.487,0.944,11,-6.78,0,0.0823,0.000135,0.601,0.0905,0.392,96.552,312707,4
21,Wartheland,0d66sKWhRaeTAf1ZJl2Fke,heavy-metal,https://open.spotify.com/track/0d66sKWhRaeTAf1ZJl2Fke,Marduk,2lxB5NTcQXj7GGRR4xAVaH,"['black metal', 'dark black metal', 'death metal', 'metal', 'swedish black metal', 'swedish metal', 'symphonic black metal']",2015-01-19,256640,0,0.376,0.979,2,-4.446,1,0.07,3.84e-06,0.845,0.2,0.0388,90.01,256640,4
22,A Tout Le Monde - Remastered 2004,6olS0TmHmsGr0hXtcBsiVM,heavy-metal,https://open.spotify.com/track/6olS0TmHmsGr0hXtcBsiVM,Megadeth,1Yox196W7bzVNZI7RBaPnf,"['album rock', 'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",1994-10-28,262133,64,0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,262133,4
23,Evisceration Plague,1Ds58cpyJzL0YTKk02vh1C,heavy-metal,https://open.spotify.com/track/1Ds58cpyJzL0YTKk02vh1C,Cannibal Corpse,0yLwGBQiBqhXOvmTfH2A7n,"['alternative metal', 'brutal death metal', 'buffalo ny metal', 'death metal', 'metal', 'nu metal']",2009-02-03,270920,48,0.291,0.98,1,-5.138,1,0.153,0.00127,0.091,0.102,0.257,79.792,270920,4
24,Kingdom for a Heart,7cNVP5VNbleZNozH0q8SvG,heavy-metal,https://open.spotify.com/track/7cNVP5VNbleZNozH0q8SvG,Sonata Arctica,5YeoQ1L71cXDMpSpqxOjfH,"['finnish power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']",2014-11-18,227573,0,0.591,0.97,10,-2.688,0,0.0744,0.000175,0.000504,0.0733,0.407,125.018,227573,4
25,Animal (Fuck Like a Beast),570k0iNqjdLlBjkVBPajWy,heavy-metal,https://open.spotify.com/track/570k0iNqjdLlBjkVBPajWy,W.A.S.P.,3BVkDHWRvLJEyKdvhLbjsq,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",1984,187800,0,0.211,0.972,10,-3.755,0,0.188,0.00323,7.31e-06,0.573,0.202,143.75,187800,4
26,Ausgebombt,4JwGbb9epcKKhrHcGjsscT,heavy-metal,https://open.spotify.com/track/4JwGbb9epcKKhrHcGjsscT,Sodom,6SYbLA9utoNsllunR1TnkM,"['black thrash', 'crossover thrash', 'death metal', 'deathrash', 'german metal', 'german thrash metal', 'hard rock', 'metal', 'old school thrash', 'speed metal', 'thrash metal']",1989,185013,0,0.285,0.977,2,-4.443,1,0.195,3.19e-05,0.0328,0.0772,0.472,154.814,185013,4
27,Clouds Over California,21WIpZXepY9HA7NDwYiNaM,heavy-metal,https://open.spotify.com/track/21WIpZXepY9HA7NDwYiNaM,DevilDriver,79el7mcHYhXYW3Zek21i0L,"['alternative metal', 'groove metal', 'industrial metal', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'rap rock']",2007-06-14,249853,53,0.459,0.966,2,-3.985,1,0.0758,9.11e-05,0.017,0.217,0.376,175.069,249853,4
28,Any Means Necessary,5JDxgnErZ8ccEnzVR3bOPb,heavy-metal,https://open.spotify.com/track/5JDxgnErZ8ccEnzVR3bOPb,HammerFall,2o18h28enlHxj887tATc58,"['gothenburg metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal', 'symphonic metal']",2009-02-20,215306,0,0.466,0.963,0,-3.759,0,0.0483,0.000221,0.508,0.425,0.355,109.994,215307,4
29,Language II: Conspire,6U5yvC1UxQH459M7h3XJrb,heavy-metal,https://open.spotify.com/track/6U5yvC1UxQH459M7h3XJrb,The Contortionist,7nCgNmfYJcsVy3vOOzExYS,"['deathcore', 'djent', 'melodic metalcore', 'progressive post-hardcore', 'sci-fi metal']",2014-09-16,255600,0,0.223,0.859,6,-5.049,1,0.107,0.00109,0.0111,0.268,0.177,176.16,255600,4
30,Blow Your Trumpets Gabriel,4JynkH6Oa9cJ0zUTzYA2UP,heavy-metal,https://open.spotify.com/track/4JynkH6Oa9cJ0zUTzYA2UP,Behemoth,1MK0sGeyTNkbefYGj673e9,"['black metal', 'death metal', 'metal', 'pagan black metal', 'polish black metal', 'polish death metal', 'polish metal']",2014-02-04,265440,43,0.173,0.938,6,-4.642,1,0.0807,0.000216,0.00244,0.271,0.176,118.064,265440,4
31,Light Bearer,0yt0tDGpiWoxWfw4mTOzq5,heavy-metal,https://open.spotify.com/track/0yt0tDGpiWoxWfw4mTOzq5,Thy Art Is Murder,3et9upNERQI5IYt5jEDTxM,"['australian metal', 'australian metalcore', 'deathcore', 'melodic metalcore', 'metalcore']",2015-06-29,235893,0,0.447,0.985,6,-3.68,1,0.198,0.000134,1.17e-05,0.574,0.324,139.829,235893,4
32,Hail and Kill,5HkvAtKEPDLmchWYmepqYB,heavy-metal,https://open.spotify.com/track/5HkvAtKEPDLmchWYmepqYB,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,"['comic metal', 'hard rock', 'metal', 'power metal', 'rock', 'us power metal']",1988-11-01,357026,50,0.358,0.857,4,-12.569,0,0.0581,0.00478,5.2e-05,0.0586,0.2,93.156,357027,4
33,Take My Bones Away,1yibGVA3FlGySYObOkMdzc,heavy-metal,https://open.spotify.com/track/1yibGVA3FlGySYObOkMdzc,Baroness,3KdXhEwbqFHfNfSk7L9E87,"['alternative metal', 'post-doom metal', 'progressive sludge', 'sludge metal']",2012-07-17,299440,45,0.256,0.935,9,-5.635,1,0.0788,0.000185,0.121,0.0621,0.155,149.874,299440,4
34,The Pursuit Of Vikings,0sObxZUKqdPfgjG9ahSlP5,heavy-metal,https://open.spotify.com/track/0sObxZUKqdPfgjG9ahSlP5,Amon Amarth,3pulcT2wt7FEG10lQlqDJL,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'power metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']",2004,270253,56,0.506,0.967,6,-2.973,1,0.0451,6.59e-05,0.41,0.167,0.488,129.704,270253,4
35,I Am of Death (Hell Has Arrived),5mZNIQZ0bSQLNGP79bnaHb,heavy-metal,https://open.spotify.com/track/5mZNIQZ0bSQLNGP79bnaHb,Skeletonwitch,213mmq3zkNWx7CtfzftTC5,"['black thrash', 'death metal', 'melodic thrash']",2013-10-29,167470,22,0.348,0.987,10,-4.995,1,0.0937,0.0,0.901,0.173,0.194,167.888,167470,4
36,Domination,769cLRTw2y6KRdkFWFkxtu,heavy-metal,https://open.spotify.com/track/769cLRTw2y6KRdkFWFkxtu,Pantera,14pVkFUHDL207LzLHtSA18,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal', 'wrestling']",1990-07-20,305293,62,0.372,0.888,2,-5.88,1,0.0943,0.000211,0.00442,0.115,0.555,141.374,305293,4
37,My Curse,6zKF4293k44ItKWJJgrhXv,heavy-metal,https://open.spotify.com/track/6zKF4293k44ItKWJJgrhXv,Killswitch Engage,37394IP6uhnjIpsawpMu4l,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal']",2006-01-21,244773,67,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,244773,3
38,Transient Gateways,1sjugVd9Yw0cPM7iiuSaXw,heavy-metal,https://open.spotify.com/track/1sjugVd9Yw0cPM7iiuSaXw,Oceano,79A0IUxQD9skV7LVjPq53s,"['deathcore', 'djent', 'melodic metalcore', 'progressive deathcore']",2015-03-23,190800,29,0.567,0.996,10,-2.536,0,0.218,0.00295,0.00242,0.257,0.0922,120.069,190800,4
39,Black Tears,6n3xR2sOimw0IEQNFH154t,heavy-metal,https://open.spotify.com/track/6n3xR2sOimw0IEQNFH154t,Heaven Shall Burn,4sy5qWfwUwpGYBnCKnwfcW,"['german melodeath', 'german metalcore', 'melodic death metal', 'melodic metalcore', 'metalcore']",2008-01-28,186186,0,0.37,0.947,8,-3.29,1,0.0701,2.45e-06,0.56,0.0657,0.368,90.945,186187,4
40,Nemo,2edSHS8PhbiPgLxQhMpMkO,heavy-metal,https://open.spotify.com/track/2edSHS8PhbiPgLxQhMpMkO,Nightwish,2NPduAUeLVsfIauhRwuft1,"['finnish metal', 'finnish power metal', 'gothic metal', 'gothic symphonic metal', 'opera metal', 'power metal', 'symphonic metal']",2004-06-07,279373,1,0.491,0.744,3,-6.306,1,0.0351,0.000158,0.000102,0.325,0.375,125.058,279373,4
41,Stardust,4Gfesj6CxxVdmeMGVXTDW2,heavy-metal,https://open.spotify.com/track/4Gfesj6CxxVdmeMGVXTDW2,Delain,6pIRdCtSE5hLFfIfcTAicI,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'slayer', 'symphonic metal']",2014-04-04,237040,0,0.537,0.931,7,-4.73,0,0.0643,0.0024,9.21e-06,0.108,0.483,138.037,237040,4
42,Mikasa,3WERezDCiZxIDfghCax9uJ,heavy-metal,https://open.spotify.com/track/3WERezDCiZxIDfghCax9uJ,Veil Of Maya,2i7CQcVBh2K6uOR3CH09M1,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'technical deathcore']",2015-05-11,189857,53,0.501,0.991,7,-1.731,1,0.0996,2.46e-05,0.0,0.107,0.222,110.001,189858,3
43,Axe of Judgement,6c1hKkBNxNOL7Nv8kINyas,heavy-metal,https://open.spotify.com/track/6c1hKkBNxNOL7Nv8kINyas,Ensiferum,0krXCIkthz13P8o0v2tksH,"['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'viking metal']",2015-02-24,273056,33,0.171,0.995,2,-3.752,0,0.0875,2.92e-06,0.41,0.173,0.119,105.272,273056,4
44,Lost To Apathy,1YIVbE8Z0d9eK8PCaVjq7I,heavy-metal,https://open.spotify.com/track/1YIVbE8Z0d9eK8PCaVjq7I,Dark Tranquillity,5EHvXKnNz78jkAVgTQLQ5O,"['death metal', 'gothenburg metal', 'melodic death metal', 'metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']",2005-01-24,276720,0,0.341,0.965,9,-4.475,1,0.0749,1.88e-05,0.0329,0.049,0.148,107.65,276720,3
45,The Pentagram Burns,2Mn3w07L3IYR8LpnjGBZx6,heavy-metal,https://open.spotify.com/track/2Mn3w07L3IYR8LpnjGBZx6,Satyricon,221Rd0FvVxMx7eCbWqjiKd,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']",2006-04-07,338880,0,0.494,0.956,8,-6.252,1,0.0532,0.000105,0.41,0.0834,0.41,123.833,338880,4
46,Nymphetamine Fix,6WuqJLVZcyJklg7lIozAO8,heavy-metal,https://open.spotify.com/track/6WuqJLVZcyJklg7lIozAO8,Cradle Of Filth,0NTSMFFapnyZfvmCwzcYPd,"['black metal', 'british black metal', 'gothic black metal', 'gothic metal', 'metal', 'nu metal', 'symphonic black metal']",2004-09-20,302360,53,0.462,0.905,0,-3.825,0,0.0438,0.00066,0.0402,0.0839,0.253,122.925,302360,3
47,You Will Know My Name,2dQUNg3OGqVXrfjDpgJcCu,heavy-metal,https://open.spotify.com/track/2dQUNg3OGqVXrfjDpgJcCu,Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'nu metal', 'power metal', 'slayer', 'swedish death metal', 'swedish melodeath', 'swedish metal']",2014-06-09,277320,0,0.35,0.947,11,-5.126,0,0.0749,0.000137,0.0196,0.128,0.104,137.137,277320,4
48,Destroy Everything,501CSzS4gwNOJnlWHuBt9r,heavy-metal,https://open.spotify.com/track/501CSzS4gwNOJnlWHuBt9r,Hatebreed,17Mb968quDHpjCkIyq30QV,"['alternative metal', 'connecticut hardcore', 'hardcore', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']",2006-07-27,209066,55,0.666,0.942,7,-3.356,1,0.0591,0.00253,0.0,0.114,0.581,110.019,209067,4
49,The Sunk'n Norwegian,47UBcqgE3CxLJ5G9FIKTzW,heavy-metal,https://open.spotify.com/track/47UBcqgE3CxLJ5G9FIKTzW,Alestorm,3OpqU68JpZlzvjAJj3B2Da,"['british power metal', 'comic', 'comic metal', 'metal', 'pirate', 'power metal', 'scottish metal']",2011-03-06,247080,0,0.332,0.969,1,-4.592,1,0.0986,9.45e-05,5.31e-05,0.0984,0.414,105.014,247080,3
50,Tornado Of Souls - Remastered 2004,4E5xVW505akJX0wcKj8Mpd,heavy-metal,https://open.spotify.com/track/4E5xVW505akJX0wcKj8Mpd,Megadeth,1Yox196W7bzVNZI7RBaPnf,"['album rock', 'alternative metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",1990-10-04,319266,64,0.519,0.982,7,-3.547,1,0.108,0.00203,0.00055,0.0971,0.361,97.745,319267,4
51,Redneck,04EtBLFIxbcVt9NdYgcrpF,heavy-metal,https://open.spotify.com/track/04EtBLFIxbcVt9NdYgcrpF,Lamb of God,3JFsVIxOn7STeilPICkkB2,"['alternative metal', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'virginia metal']",2006-08-21,220880,62,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,4
52,Lethean,63pCzgY2ygC8K1VsXunD1p,heavy-metal,https://open.spotify.com/track/63pCzgY2ygC8K1VsXunD1p,Katatonia,2CWWgbxApjbyByxBBCvGTm,"['alternative metal', 'doom metal', 'gothic metal', 'metal', 'progressive metal', 'swedish doom metal', 'swedish metal', 'swedish progressive metal']",2012-08-26,279213,0,0.509,0.929,10,-7.678,0,0.0468,6.38e-05,0.0145,0.294,0.601,99.992,279213,4
53,Abeyance,6bN1iuIkiYb8DMlPlGZfzd,heavy-metal,https://open.spotify.com/track/6bN1iuIkiYb8DMlPlGZfzd,Be'lakor,7qUcsMCdIHrs2LOZlmciQp,"['australian death metal', 'australian metal', 'melodic death metal', 'progressive death metal']",2012-06-01,484773,0,0.248,0.925,2,-6.029,0,0.0971,7.27e-05,0.807,0.401,0.088,119.896,484773,4
54,The Serpentine Offering,2nCnxiOKAlW19csZ70aDCn,heavy-metal,https://open.spotify.com/track/2nCnxiOKAlW19csZ70aDCn,Dimmu Borgir,6e8ISIsI7UQZPyEorefAhK,"['black metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal']",2007-04-27,309263,0,0.244,0.955,7,-3.747,0,0.093,2.85e-05,0.00897,0.0749,0.0784,102.101,309264,4
55,Your Treachery Will Die WIth You,4FZoFK86X6Wd1csU9afTIA,heavy-metal,https://open.spotify.com/track/4FZoFK86X6Wd1csU9afTIA,Dying Fetus,2DqzOWVL2ly48IA9bpZdie,"['brutal death metal', 'death metal', 'deathgrind', 'technical death metal']",2009-09-15,214760,36,0.344,0.879,2,-6.546,1,0.0481,4.99e-05,0.875,0.241,0.371,118.814,214760,4
56,To Holmgard And Beyond,3gObaIPRtZn4k52rIwNp2z,heavy-metal,https://open.spotify.com/track/3gObaIPRtZn4k52rIwNp2z,Turisas,0ykT1si9XRFPmEvWOnf4YI,"['folk metal', 'metal', 'nordic folk metal', 'power metal', 'slavic folk metal', 'viking metal']",2007-06-18,318560,0,0.259,0.91,10,-4.661,1,0.06,6.4e-05,0.483,0.392,0.173,92.651,318560,3
57,As Loke Falls,5PIMA99MIh2ixNf4K18cCH,heavy-metal,https://open.spotify.com/track/5PIMA99MIh2ixNf4K18cCH,Amon Amarth,3pulcT2wt7FEG10lQlqDJL,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'power metal', 'swedish death metal', 'swedish melodeath', 'swedish metal', 'tolkien metal', 'viking metal']",2013-07-30,278760,20,0.223,0.968,2,-5.095,0,0.07,2.38e-05,0.444,0.177,0.143,131.217,278760,3
58,Hall of the Mountain King,0rv2jIngnCbHoGEaFOIcwW,heavy-metal,https://open.spotify.com/track/0rv2jIngnCbHoGEaFOIcwW,Savatage,3N1B1g6JtIgd6ClRkzD4yT,"['album rock', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'us power metal']",1987,333453,41,0.37,0.93,0,-7.038,0,0.101,0.0794,0.02,0.247,0.235,126.973,333453,4
59,22 Faces,2KYrdIZEBIJru1LA9P6VUE,heavy-metal,https://open.spotify.com/track/2KYrdIZEBIJru1LA9P6VUE,Periphery,6d24kC5fxHFOSEAmjQPPhc,"['djent', 'melodic metalcore', 'progressive metal', 'progressive metalcore']",2015-01-26,231901,0,0.471,0.964,11,-4.148,0,0.153,5.43e-06,0.000277,0.444,0.39,132.98,231902,4
60,Cirice,19yy8kd0JBWpvobwZDw20l,heavy-metal,https://open.spotify.com/track/19yy8kd0JBWpvobwZDw20l,Ghost,1Qp56T7n950O3EGMsSl81D,"['hard rock', 'metal']",2015-06-01,362098,0,0.437,0.793,7,-5.547,0,0.0325,0.00256,2.31e-05,0.223,0.257,179.781,362098,4
61,If I Could Fly,2sWdCAkJzk9zUeBKmXtott,heavy-metal,https://open.spotify.com/track/2sWdCAkJzk9zUeBKmXtott,Helloween,4pQN0GB0fNEEOfQCaWotsY,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'rock', 'speed metal']",2000-10-30,248026,0,0.469,0.896,4,-5.007,0,0.0367,0.00446,0.0,0.14,0.663,79.078,248027,4
62,We Are the Sleep,5jEqNXDWAbXZuFKtBkaVjz,heavy-metal,https://open.spotify.com/track/5jEqNXDWAbXZuFKtBkaVjz,Mors Principium Est,1k0jnWb55QS6FjTU9LzMhi,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal']",2014-12-05,359840,35,0.388,0.986,9,-2.735,1,0.143,3.98e-06,0.896,0.409,0.301,155.014,359840,4
