,song_name,song_id,song_genre,url,artist,artist_id,artist_genre,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_,time_signature
10,River of No Return,2YpjANn5JpgZI49NkKV7ZF,blues,https://open.spotify.com/track/2YpjANn5JpgZI49NkKV7ZF,The Jeff Healey Band,3d2hJTVTwo08F9b0ZFQukJ,"['blues rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues']",1988,212000,0,0.628,0.523,8,-12.883,0,0.0263,0.355,0.0002,0.163,0.863,109.777,212000,4
11,Thank Me Someday,6raKumUf0iCaBRZWG25KY2,blues,https://open.spotify.com/track/6raKumUf0iCaBRZWG25KY2,Buddy Guy,2gCsNOpiBaMNh20jQ5prf0,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']",2010-10-25,342906,12,0.299,0.675,9,-4.006,1,0.0414,0.361,0.000485,0.159,0.578,164.4,342907,3
12,You Can't Judge A Book By It's Cover,6gShaExiRWNcqERHI21bfo,blues,https://open.spotify.com/track/6gShaExiRWNcqERHI21bfo,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,"['blues', 'blues rock', 'brill building pop', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']",1988-01-01,190733,0,0.826,0.33,1,-12.982,1,0.0582,0.224,0.0,0.0657,0.939,114.45,190733,4
13,Ball And Biscuit,1GTHfNDbLFT6pgDFJvPFxu,blues,https://open.spotify.com/track/1GTHfNDbLFT6pgDFJvPFxu,The White Stripes,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",2003-04-01,439000,0,0.528,0.654,9,-7.027,1,0.172,0.0524,0.117,0.0994,0.627,77.813,439000,4
14,Lie To Me,6DCALWbYX0BCOAGy0hMmRs,blues,https://open.spotify.com/track/6DCALWbYX0BCOAGy0hMmRs,Jonny Lang,5rX1EodZfwxmW4fQX2Caot,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']",1997,251306,53,0.621,0.693,8,-8.755,1,0.0407,0.579,0.000295,0.0634,0.896,112.439,251307,4
15,Too Afraid to Love You,1comODdI862K7ei34XZRa4,blues,https://open.spotify.com/track/1comODdI862K7ei34XZRa4,The Black Keys,7mnBLXK823vNxN3UWB7Gfz,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",2010-05-18,204733,44,0.531,0.676,11,-6.173,0,0.0299,0.0156,0.00287,0.0988,0.544,136.759,204733,4
16,Blue on Black,7GRq9NUgqhxPGUUksX02fk,blues,https://open.spotify.com/track/7GRq9NUgqhxPGUUksX02fk,Kenny Wayne Shepherd,1riHqX633Kup3mJAw8WR8p,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock']",1997-09-26,333733,62,0.412,0.676,7,-7.341,1,0.0266,0.00596,0.112,0.209,0.557,155.431,333733,4
17,Let's Stay Together,7kWhdmRYv8CqbWNqfojqVd,blues,https://open.spotify.com/track/7kWhdmRYv8CqbWNqfojqVd,Al Green,3dkbV4qihUeMsqN4vBGg93,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",1972-01-31,199400,0,0.746,0.273,5,-16.63,1,0.0573,0.606,0.0168,0.0526,0.502,101.952,199400,4
18,Little Anna Mae - Remastered,7mQs0t6Q28lybFc7gXivbx,blues,https://open.spotify.com/track/7mQs0t6Q28lybFc7gXivbx,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2010-09-29,151946,0,0.683,0.199,2,-14.183,1,0.0595,0.959,0.0337,0.16,0.546,84.163,151947,4
19,Boom Boom,2nVP9QNyvo0H1FoRkMAT9X,blues,https://open.spotify.com/track/2nVP9QNyvo0H1FoRkMAT9X,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2012-09-11,149908,0,0.471,0.639,10,-7.988,1,0.0436,0.443,0.0127,0.117,0.865,161.101,149908,4
20,Oh Pretty Woman - 2002 Remaster,1CvEzSaOwMp3drERSTx6Gv,blues,https://open.spotify.com/track/1CvEzSaOwMp3drERSTx6Gv,Gary Moore,23wr9RJZg0PmYvVFyNkQ4j,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",2006,265906,19,0.31,0.705,0,-5.633,0,0.061,0.0507,0.00389,0.299,0.667,206.399,265907,4
21,I'd Rather Go Blind,2ViHQX4FXuNEMpyRhb3Wno,blues,https://open.spotify.com/track/2ViHQX4FXuNEMpyRhb3Wno,"['Joe Bonamassa', 'Beth Hart']","['2SNzxY1OsSCHBLVi77mpPQ', '30TrHDLNCKQVTYWOn9QqOC']","[['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock'], ['blues rock', 'electric blues', 'lilith', 'modern blues']]",2011-09-27,486773,0,0.417,0.594,9,-7.358,1,0.0335,0.299,0.00029,0.198,0.32,112.854,486773,3
22,No Particular Place To Go - Single Version,0cnn7HzqWw1FtY6HZQp0Ij,blues,https://open.spotify.com/track/0cnn7HzqWw1FtY6HZQp0Ij,Chuck Berry,293zczrfYafIItmnmM3coR,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",2008-01-01,163080,0,0.584,0.761,7,-9.713,1,0.0467,0.399,0.000296,0.0956,0.976,128.842,163080,4
23,Who Will Be Next,0yZwLC89LwefY811pIH4rh,blues,https://open.spotify.com/track/0yZwLC89LwefY811pIH4rh,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2006,158866,0,0.813,0.588,7,-12.832,1,0.0689,0.742,0.0107,0.161,0.507,129.202,158867,4
24,I Feel So Good,2wvt1LGGKrc2775wD04Zec,blues,https://open.spotify.com/track/2wvt1LGGKrc2775wD04Zec,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2012-01-01,174573,0,0.679,0.451,0,-7.013,1,0.0381,0.831,9.64e-06,0.275,0.666,113.357,174573,4
25,Bold as Love,0dctFolLOGtoeTN2uzD3qV,blues,https://open.spotify.com/track/0dctFolLOGtoeTN2uzD3qV,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1997-09-16,251933,36,0.366,0.702,1,-6.942,1,0.0633,0.00947,0.000196,0.0887,0.596,143.826,251933,4
26,Going Up The Country,57460SJgSpCXaRJ9YIYHxy,blues,https://open.spotify.com/track/57460SJgSpCXaRJ9YIYHxy,Canned Heat,27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",1987-01-01,171373,64,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,171373,4
27,Gravity,3SktMqZmo3M9zbB7oKMIF7,blues,https://open.spotify.com/track/3SktMqZmo3M9zbB7oKMIF7,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",2006-09-11,245826,72,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3
28,Walkin Man,1oKsHUHtU0jsbbBbLBQwY1,blues,https://open.spotify.com/track/1oKsHUHtU0jsbbBbLBQwY1,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2008-07-15,164680,0,0.44,0.323,2,-12.933,1,0.0392,0.783,0.000543,0.12,0.441,164.765,164680,4
29,"Running On Faith - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992",5rZN21XARJD7mKAd84vLCG,blues,https://open.spotify.com/track/5rZN21XARJD7mKAd84vLCG,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1999-10-12,386186,30,0.526,0.648,0,-6.232,1,0.0307,0.243,0.00126,0.93,0.583,131.495,386187,4
30,Come On In My Kitchen - SA.2585-2,22RqMzcKqkClBnWnxzFGRC,blues,https://open.spotify.com/track/22RqMzcKqkClBnWnxzFGRC,Robert Johnson,0f8MDDzIc6M4uH1xH0o0gy,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues', 'traditional blues']",2011-04-22,164613,21,0.661,0.175,5,-15.486,1,0.0433,0.918,6e-06,0.353,0.646,104.251,164613,4
31,I'd Rather Go Blind,6O3HIM5RjSoqKGSJUuj1tH,blues,https://open.spotify.com/track/6O3HIM5RjSoqKGSJUuj1tH,Chicken Shack,7aUVQRiWaOqZU0JwOlGfWi,"['blues rock', 'british blues', 'electric blues']",2002-02-21,193040,36,0.445,0.342,4,-15.018,1,0.0278,0.333,0.0905,0.14,0.496,157.275,193040,3
32,Walk On,3NfRpyM72m6pO2PJM4Z1dV,blues,https://open.spotify.com/track/3NfRpyM72m6pO2PJM4Z1dV,Sonny Terry and Brownie McGhee,7GQR0UJuWkRH8TTrdmteEw,"['acoustic blues', 'blues', 'traditional blues']",2006-08-24,190892,23,0.671,0.178,0,-17.952,0,0.0483,0.733,0.00714,0.128,0.75,112.148,190893,4
33,On The Road Again - Remastered,1R45EyWM83EVqPOrDWtZTG,blues,https://open.spotify.com/track/1R45EyWM83EVqPOrDWtZTG,Canned Heat,27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",2005-01-01,296426,40,0.537,0.557,4,-8.302,1,0.0352,0.249,0.0,0.216,0.168,130.093,296427,4
34,They Call Me Muddy Waters,1fNySgfgaSOchdOlvXQysu,blues,https://open.spotify.com/track/1fNySgfgaSOchdOlvXQysu,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",2011-07-24,201289,0,0.442,0.431,5,-8.976,1,0.037,0.742,0.238,0.387,0.645,188.057,201289,3
35,Hoogie Boogie,0eK3E7aibgCpxx1ZakHAjT,blues,https://open.spotify.com/track/0eK3E7aibgCpxx1ZakHAjT,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",2008-07-07,178440,0,0.632,0.332,4,-14.21,1,0.0549,0.919,0.893,0.0804,0.343,97.47,178440,4
36,Something's Got a Hold on Me,47GPlXb3Zhg0UarP3qKQjP,blues,https://open.spotify.com/track/47GPlXb3Zhg0UarP3qKQjP,Jools Holland & Paloma Faith,1VeXFwuDf93VRV6Qoe5RkV,[],2012-11-29,199840,24,0.558,0.953,1,-3.303,1,0.0649,0.533,0.0,0.433,0.752,137.715,199840,4
37,Double Crossing Time - Mono,1xiC0S5ArI50Rnson6KOcE,blues,https://open.spotify.com/track/1xiC0S5ArI50Rnson6KOcE,"['John Mayall & The Bluesbreakers', 'Eric Clapton']","['2ScuQMRWThcifBRIvNDFDC', '6PAt558ZEZl0DmdXlnjMgD']","[['blues', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'modern blues', 'rock'], ['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']]",1966-07-22,180693,0,0.581,0.596,0,-3.831,1,0.0242,0.224,0.00979,0.287,0.574,82.253,180693,1
38,Nine Below Zero,7CUVr46BV3UuJgWfR0na9I,blues,https://open.spotify.com/track/7CUVr46BV3UuJgWfR0na9I,Sonny Boy Williamson II,69VgCcXFV59QuQWEXSTxfK,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'delta blues', 'harmonica blues', 'traditional blues']",1997-01-01,210400,0,0.374,0.528,0,-7.425,1,0.0518,0.692,0.00195,0.166,0.736,204.385,210400,3
39,Fried Hockey Boogie,79BUHShBOP8QAMcMSTFjOd,blues,https://open.spotify.com/track/79BUHShBOP8QAMcMSTFjOd,Canned Heat,27a0GiCba9K9lnkKidroFU,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",2003,405533,0,0.452,0.49,2,-13.384,1,0.056,0.0457,0.0233,0.238,0.564,132.94,405533,4
40,Hit The Road Jack,7sXxvOVFtMr31xj0kX9BFV,blues,https://open.spotify.com/track/7sXxvOVFtMr31xj0kX9BFV,"['Jeff Zavac', 'The Craetts']","['3wlGboM57eZwqMIM2o31GL', '4fnabfYrvg3fMDspxKcGRl']","[[], []]",2006-10-01,129906,57,0.593,0.752,8,-6.617,0,0.0313,0.0841,0.00308,0.197,0.935,172.087,129907,4
41,Fire,5RFUZa26V6iaY7bFrJp6EV,blues,https://open.spotify.com/track/5RFUZa26V6iaY7bFrJp6EV,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",1997-09-16,163653,42,0.476,0.942,9,-5.185,1,0.111,0.00189,0.0331,0.346,0.567,153.475,163653,4
42,"Shake for Me - Live at Steamboat 1874, Austin, TX - April 1980",0LFsHodEUTDEvoRlreOaRe,blues,https://open.spotify.com/track/0LFsHodEUTDEvoRlreOaRe,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",2002-08-27,228800,38,0.519,0.841,10,-9.142,0,0.0362,0.00149,0.00177,0.987,0.775,124.388,228800,4
43,Mr. Highway Man,3bfKHX54Ou4z1iUiz5Yfl5,blues,https://open.spotify.com/track/3bfKHX54Ou4z1iUiz5Yfl5,Howlin' Wolf,0Wxy5Qka8BN9crcFkiAxSR,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'soul', 'traditional blues']",2012-01-01,166306,0,0.476,0.762,0,-6.935,1,0.0521,0.872,0.0,0.171,0.864,161.735,166307,4
44,Try A Little Tenderness,50W9PJjr1Euo9FFoqw90eL,blues,https://open.spotify.com/track/50W9PJjr1Euo9FFoqw90eL,Otis Redding,60df5JBRRPcnSpsIMxxwQm,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",1991,200626,50,0.569,0.126,9,-16.028,0,0.0537,0.177,3.54e-05,0.478,0.066,103.073,200626,4
45,September in the Rain,0W5g6u4ccnW7hjudurP4K8,blues,https://open.spotify.com/track/0W5g6u4ccnW7hjudurP4K8,Jools Holland And Paul Weller,16ZNeXjYLFFjXAA58X1izI,[],2012-11-29,191893,20,0.544,0.396,3,-10.166,1,0.0298,0.316,0.000142,0.32,0.523,100.926,191893,4
46,Hummingbird,6tThUL3Xy51DYijYTXBlLU,blues,https://open.spotify.com/track/6tThUL3Xy51DYijYTXBlLU,"['B.B. King', 'Dionne Warwick']","['5xLSa7l4IV1gsQfhAMvl0U', '2JSjCHK79gdaiPWdKiNUNp']","[['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues'], ['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']]",1997-01-01,260240,0,0.614,0.525,2,-7.598,0,0.0362,0.116,0.000506,0.763,0.373,73.553,260240,4
47,Mannish Boy - Electric Mud Album Version,15q23v2bv33PKeFsuiWQA8,blues,https://open.spotify.com/track/15q23v2bv33PKeFsuiWQA8,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1968,228266,26,0.329,0.823,4,-6.584,0,0.0937,0.091,0.0683,0.154,0.854,189.892,228267,4
48,Empty Arms,1n3dDsor0ud7Q4JEhDxnMd,blues,https://open.spotify.com/track/1n3dDsor0ud7Q4JEhDxnMd,"['Stevie Ray Vaughan', 'Double Trouble']","['5fsDcuclIe8ZiBD5P787K1', '05m9VGwNd8glcJ2o5UN8H3']","[['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues'], []]",2002,209133,0,0.35,0.859,1,-8.337,0,0.12,0.00876,0.00233,0.31,0.651,147.06,209133,4
49,Jesus Just Left Chicago,4ixvwGGu9i5PMbLt2w3l2L,blues,https://open.spotify.com/track/4ixvwGGu9i5PMbLt2w3l2L,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",2004-06-08,210013,26,0.343,0.637,0,-8.483,1,0.0728,0.0867,0.0438,0.152,0.639,215.368,210013,3
50,My Baby Just Cares For Me,2n845ZaLOgpNJ3RinFwE1W,blues,https://open.spotify.com/track/2n845ZaLOgpNJ3RinFwE1W,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,"['jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']",2000,217626,0,0.753,0.407,6,-10.386,0,0.0711,0.858,7.07e-06,0.0968,0.522,118.314,217627,4
51,Think Twice Before You Go,17XZHtD7LvJIy8dsAuhgSL,blues,https://open.spotify.com/track/17XZHtD7LvJIy8dsAuhgSL,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",1999-01-01,124760,0,0.573,0.63,11,-8.771,0,0.0765,0.779,0.00851,0.109,0.969,158.641,124760,4
52,Love That Burns,1W8MevvpCxjpbABKlZmNLf,blues,https://open.spotify.com/track/1W8MevvpCxjpbABKlZmNLf,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2007-06-01,301853,15,0.505,0.219,2,-13.058,0,0.0359,0.161,6.78e-06,0.186,0.292,139.934,301853,3
53,Working Man,4Gia17DzXBhYFbYiJj6SyW,blues,https://open.spotify.com/track/4Gia17DzXBhYFbYiJj6SyW,Otis Rush,1h0hOL3bVcYlg4xcSjU7fP,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",2005-02-08,147800,51,0.633,0.625,0,-10.951,1,0.0436,0.492,0.000418,0.204,0.841,103.355,147800,4
54,My Home (Blue Eyes),4dJUUGPKyXf1kz7Y3neSmp,blues,https://open.spotify.com/track/4dJUUGPKyXf1kz7Y3neSmp,Seasick Steve,6OVkHZQP8QoBYqr1ejCGDv,"['blues', 'blues rock', 'country blues', 'modern blues', 'modern blues rock', 'texas blues']",2010,149080,8,0.55,0.678,2,-10.818,1,0.13,0.845,0.0,0.105,0.741,127.373,149080,4
55,She Caught the Katy and Left Me a Mule to Ride,0c42JkNYZzZTNVWJvIuaRm,blues,https://open.spotify.com/track/0c42JkNYZzZTNVWJvIuaRm,Taj Mahal,1aTDTChWWyiJH3SEnYrdVp,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'country blues', 'country rock', 'folk rock', 'funk', 'harmonica blues', 'jam band', 'jazz blues', 'modern blues', 'roots rock', 'soul', 'traditional blues']",2005,207413,25,0.565,0.388,3,-11.252,1,0.0449,0.765,9.47e-06,0.088,0.936,207.549,207413,4
56,When You Got a Good Friend,53TTVO1xYWxkdWiOE6QPzr,blues,https://open.spotify.com/track/53TTVO1xYWxkdWiOE6QPzr,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",2004-03-23,199626,31,0.635,0.58,9,-7.946,1,0.0373,0.251,0.000197,0.317,0.707,95.99,199627,4
57,My Home Is In The Delta,6gNqTbfiinrGDjgrp3vdCR,blues,https://open.spotify.com/track/6gNqTbfiinrGDjgrp3vdCR,Muddy Waters,4y6J8jwRAwO4dssiSmN91R,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",1964,241000,0,0.485,0.148,4,-14.95,1,0.0472,0.769,0.0145,0.0746,0.383,66.596,241000,4
58,I Just Want To Make Love To You,33K1u1kovHtnBt9sZoz2Eb,blues,https://open.spotify.com/track/33K1u1kovHtnBt9sZoz2Eb,Etta James,0iOVhN3tnSvgDbcg25JoJb,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",1996-01-01,188333,35,0.469,0.618,8,-9.904,1,0.131,0.815,0.0,0.0787,0.588,108.76,188333,4
59,Voodoo Child (Slight Return),1kY6OOTBmRNzhYmu9xSH3a,blues,https://open.spotify.com/track/1kY6OOTBmRNzhYmu9xSH3a,Stevie Ray Vaughan,5fsDcuclIe8ZiBD5P787K1,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']",1984,478746,53,0.436,0.62,10,-11.729,0,0.037,0.000364,0.539,0.11,0.413,94.209,478747,4
60,Cajun Moon,0h1GQXLDD4TvQ8WrZMe7kB,blues,https://open.spotify.com/track/0h1GQXLDD4TvQ8WrZMe7kB,J.J. Cale,06nsZ3qSOYZ2hPVIMcr1IN,"['album rock', 'blues', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'roots rock']",1999-01-01,134840,33,0.825,0.631,10,-11.283,0,0.0383,0.819,0.432,0.156,0.892,102.617,134840,4
61,Roberta,3tbDILoDBJC0rHZgRMM482,blues,https://open.spotify.com/track/3tbDILoDBJC0rHZgRMM482,Lead Belly,3Ovf2lytXSXWFM2cwsJACC,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'texas blues', 'traditional blues', 'traditional folk']",2011-02-16,187360,0,0.598,0.447,4,-10.142,0,0.0415,0.937,0.000936,0.124,0.827,133.316,187360,4
62,Back To Black,33fdvicpRVPWCPz19Obajn,blues,https://open.spotify.com/track/33fdvicpRVPWCPz19Obajn,Amy Winehouse,6Q192DXotxtaysaqNPy5yR,"['british soul', 'neo soul']",2008-01-01,240440,0,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,240440,4
